"Gene","GeneSet","Median_Tumor","Median_Normal","LogFC","p_value","adj_p"
"KIF5A","GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP",6.04875032683225,7.72763576434928,-1.67888543751703,3.64757335796291e-13,7.15210462345669e-13
"KIFC1","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",10.6955320536263,7.71950188918483,2.97603016444147,9.39989424068898e-61,4.56566291690607e-60
"KIFC2","GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP",9.80238340240148,8.09963472271284,1.70274867968864,4.95151709613047e-40,2.40329732226821e-39
"KIRREL1","GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP",11.3780483494159,12.7458074226736,-1.3677590732577,1.57401864132908e-48,8.91943896753143e-48
"KISS1R","GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN",4.93182881150087,3.49600127880445,1.43582753269642,7.46065503608444e-30,1.78123138986516e-29
"KIT","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",9.94805095194365,13.686670908809,-3.73861995686535,3.0591718227132e-48,1.45674848700628e-47
"KL","GSE20715_0H_VS_48H_OZONE_LUNG_DN",6.36965779884195,9.23531155457626,-2.86565375573431,7.67357739476365e-61,2.16281664843447e-59
"KLB","GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_DN",6.23107816389714,10.3124788984798,-4.08140073458266,2.02352066090428e-49,1.8404402201558e-48
"KLF10","GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_UP",12.0260810759591,13.0584195437591,-1.0323384678,2.31692121707783e-42,1.07763777538504e-41
"KLF11","GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN",10.2203617206382,11.5591206437203,-1.3387589230821,3.0843327629042e-48,1.4122997388035e-47
"KLF14","GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_DN",4.10261699407578,5.72388986917315,-1.62127287509737,1.46855011721037e-39,6.88819935929625e-39
"KLF15","GSE20715_0H_VS_48H_OZONE_LUNG_DN",6.41953722317851,9.46110457697646,-3.04156735379795,5.05993351973339e-59,7.22847645676199e-58
"KLF2","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_T_CELL_RESPONSES_1D_INFORMATIVE_OF_LONG_TERM_RESPONSES_NEGATIVE",10.3828905567584,11.8245146638154,-1.441624107057,1.71125847033726e-33,5.56159002859608e-33
"KLF3-AS1","GSE17301_IFNA2_VS_IFNA2_AND_ACD3_ACD28_STIM_CD8_TCELL_DN",6.65429313739988,8.23204574738265,-1.57775260998277,4.1406777922e-47,3.43331200269917e-46
"KLF4","GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN",10.2388637872577,12.7856132528438,-2.5467494655861,9.08882601715919e-52,8.61274465435562e-51
"KLF5","GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_UP",9.97069864030474,11.3761158734707,-1.40541723316596,9.32424071200352e-19,2.27420505170818e-18
"KLF6","GSE3982_DC_VS_TH1_DN",13.1900569189666,14.7106944481078,-1.5206375291412,6.23034211016421e-41,2.46721547562503e-40
"KLF8","GSE5589_WT_VS_IL6_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP",9.62283086172518,10.8600183754272,-1.23718751370202,1.23762973898782e-43,8.41588222511717e-43
"KLF9","GSE3982_NKCELL_VS_TH1_DN",11.2930470733182,12.9990720268974,-1.7060249535792,2.37857683988761e-51,1.5345657031533e-50
"KLHDC1","GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_DN",7.51977089414691,8.66801622676537,-1.14824533261846,5.12767740524954e-45,2.90080036068403e-44
"KLHDC7A","GSE40655_FOXO1_KO_VS_WT_NTREG_DN",8.07289841051288,9.16182280602529,-1.08892439551241,0.00136454343532336,0.00168660958775994
"KLHDC9","GSE5589_WT_VS_IL6_KO_LPS_STIM_MACROPHAGE_180MIN_UP",9.08210550161941,7.76465887596433,1.31744662565508,4.19649010388281e-29,1.47415165187678e-28
"KLHL13","GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_UP",8.01082532164956,11.4525539346463,-3.44172861299674,4.60226796065705e-52,3.18749669867729e-51
"KLHL14","GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN",5.14394004833139,6.40904517729783,-1.26510512896644,7.94907999306373e-24,1.64964778350677e-23
"KLHL21","GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP",11.3383783905844,12.679438855038,-1.3410604644536,1.63197561950411e-51,1.57485647282146e-50
"KLHL29","GSE9946_MATURE_STIMULATORY_VS_LISTERIA_INF_MATURE_DC_DN",7.55689340619494,10.5901878427965,-3.03329443660156,1.99015454677916e-63,1.30355122814035e-61
"KLHL3","GSE9988_LPS_VS_LOW_LPS_MONOCYTE_UP",8.36003721412562,9.72861030675345,-1.36857309262783,5.33282410825293e-44,3.37745526856019e-43
"KLHL30","GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN",4.87829465697991,6.90793816568246,-2.02964350870255,5.46927838703842e-34,2.14481505374056e-33
"KLHL30-AS1","GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN",2.71762148018043,3.80267064202175,-1.08504916184132,1.59465601843332e-28,6.59607716715601e-28
"KLHL31","GSE14413_UNSTIM_VS_IFNB_STIM_RAW264_CELLS_DN",6.59998024426432,9.4919925452671,-2.89201230100278,2.15582732849575e-53,3.26068883434982e-52
"KLHL33","GSE27859_MACROPHAGE_VS_DC_DN",4.39068369284761,6.71328394940834,-2.32260025656073,4.2628785026914e-61,2.06749607380533e-59
"KLHL35","GSE19888_CTRL_VS_TCELL_MEMBRANES_ACT_MAST_CELL_PRETREAT_A3R_INH_UP",8.27160150238734,7.03498798096178,1.23661352142556,7.67247410799993e-32,2.72646847766426e-31
"KLHL38","GSE9946_MATURE_STIMULATORY_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_UP",6.35930994950971,5.14716010810074,1.21214984140897,3.54196626724773e-23,1.25833012125906e-22
"KLHL4","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_DN",5.59705931273256,7.28576898834161,-1.68870967560905,1.19019287880863e-34,4.22943540862354e-34
"KLK10","GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_UP",5.78126392693958,8.57025242917546,-2.78898850223588,6.94124517793653e-17,1.59240330552662e-16
"KLK11","DHIMAN_PBMC_ATTENUVAX_AGE_15_25YO_SUBQ_7_OR_14DY_UP",5.30166352013958,8.80730183217506,-3.50563831203548,1.42669966447876e-15,2.59863153172917e-15
"KLK13","GSE40274_FOXP3_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP",4.29778750581258,6.05468195358497,-1.75689444777239,1.97351953172796e-18,4.60487890736525e-18
"KLK14","GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_DN",4.84230512121378,6.1510059357563,-1.30870081454252,1.14245315138899e-11,1.92008933006553e-11
"KLK3","GSE6269_FLU_VS_STREP_PNEUMO_INF_PBMC_DN",3.47116995013707,5.24073525871771,-1.76956530858064,1.67672393070397e-22,4.72781173903415e-22
"KLK4","GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN",6.98948716721788,4.86248474842268,2.1270024187952,2.51841003833814e-27,9.32744458643755e-27
"KLK4","GSE43956_WT_VS_SGK1_KO_TH17_DIFFERENTIATED_CD4_TCELL_UP",6.98948716721788,4.86248474842268,2.1270024187952,2.51841003833814e-27,9.32744458643755e-27
"KLK5","GSE22611_UNSTIM_VS_2H_MDP_STIM_NOD2_TRANSDUCED_HEK293T_CELL_UP",6.87841633574507,11.0166098892033,-4.13819355345823,2.22299755193759e-25,7.60998503220887e-25
"KLK6","GSE360_CTRL_VS_B_MALAYI_LOW_DOSE_MAC_UP",5.32487382485386,8.50508126667961,-3.18020744182575,1.43379046058617e-20,3.8234412282298e-20
"KLK6","GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_DN",5.32487382485386,8.50508126667961,-3.18020744182575,1.43379046058617e-20,3.8234412282298e-20
"KLK7","GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_24H_UP",6.15731200898566,10.0705260667211,-3.91321405773544,5.10348317555853e-26,1.53877750293356e-25
"KLK8","GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN",3.92907437024768,6.59660501985219,-2.66753064960451,8.79735276652593e-27,2.70687777431567e-26
"KLRF1","GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN",4.65010821500332,5.96546722239989,-1.31535900739657,1.65960799219322e-29,6.02014663834795e-29
"KMO","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_UP",7.68388472143512,6.4504711020218,1.23341361941332,2.56919184397369e-13,4.51902493984658e-13
"KNL1","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP",9.50161398652453,6.7501505035675,2.75146348295703,8.63651964243183e-58,1.83526042401676e-57
"KNSTRN","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP",9.93581429452039,8.77428850697251,1.16152578754788,2.25561937619604e-42,4.46657302217037e-42
"KPNA2","GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP",12.8170637040273,11.0101691607055,1.8068945433218,5.65912661822709e-58,2.63215191545446e-57
"KPNA5","GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP",9.1324627156525,10.1415436144857,-1.0090808988332,1.84723498709264e-41,1.44823222988063e-40
"KREMEN2","GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN",6.40371356627763,4.21652065620092,2.18719291007671,4.02333654919089e-49,3.28572484850589e-48
"KRT14","GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP",10.6679346448105,15.0144387193664,-4.3465040745559,3.40457483012873e-34,1.60501384848926e-33
"KRT15","GSE360_CTRL_VS_T_GONDII_DC_UP",11.1358902957325,14.8662769740787,-3.7303866783462,3.40220800896116e-24,9.81216512729378e-24
"KRT16","GSE10240_CTRL_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN",7.46330835625159,9.44113737229042,-1.97782901603883,3.87804615920756e-11,7.05099301674102e-11
"KRT17","GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP",11.2423803395889,14.6186163251926,-3.3762359856037,1.37003602641977e-25,4.02951772476402e-25
"KRT18","GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP",14.9272560162426,13.5431204056687,1.3841356105739,3.22841268448082e-34,8.80074142755732e-34
"KRT19","GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_DN",16.2227943848457,14.486992188666,1.7358021961797,2.16087696131653e-38,1.14121314519529e-37
"KRT23","GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN",9.67482031106283,11.1930373492469,-1.51821703818407,3.25319082869179e-06,4.31047784801662e-06
"KRT5","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_NEGATIVE",11.2903782642088,15.4884272617498,-4.198048997541,1.94112932931371e-32,4.85282332328427e-32
"KRT6A","GSE36891_UNSTIM_VS_POLYIC_TLR3_STIM_PERITONEAL_MACROPHAGE_UP",5.41300864616398,6.75999545946435,-1.34698681330037,6.91143114873063e-05,9.13296258939405e-05
"KRT6B","GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP",8.44923968394778,10.9392635173571,-2.49002383340932,2.2437204647897e-14,3.58627451339338e-14
"KRT79","GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_UP",3.85623173904419,5.38515139166991,-1.52891965262572,7.7053904060199e-18,1.73154840584717e-17
"KRT8","GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP",15.8689758461317,14.2042265094182,1.6647493367135,6.61689558818808e-40,3.00767981281276e-39
"KRT81","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_DN",7.54884184860502,9.106066105191,-1.55722425658598,0.000870328039117328,0.00109492882340567
"KRT83","GSE20500_CTRL_VS_RETINOIC_ACID_TREATED_CD4_TCELL_DN",3.87335811233574,4.87990424780897,-1.00654613547323,5.49762451307125e-08,8.87731171372981e-08
"KRT9","GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TCONV_CD4_TCELL_DN",3.53124212148404,4.71969738136797,-1.18845525988393,5.59629377644539e-22,1.65211481368139e-21
"KRTAP5-AS1","GSE2706_LPS_VS_R848_AND_LPS_2H_STIM_DC_UP",6.18981182713437,5.0984513684104,1.09136045872397,1.40421049630738e-15,3.5970871617737e-15
"KY","GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN",4.66694280358118,8.70017891981142,-4.03323611623024,3.88667121835766e-50,2.68046290921218e-49
"L1CAM","GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP",6.89616892627513,8.13368918685665,-1.23752026058152,6.80012940127317e-13,1.07398869115346e-12
"L3MBTL4","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_DN",7.08507523950548,9.06487052581212,-1.97979528630664,1.51527143634381e-34,4.07629358227701e-34
"LAGE3","GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP",10.4228858039327,8.69376156180852,1.72912424212418,1.41921793980255e-54,6.06169877719301e-54
"LALBA","GSE13229_IMM_VS_INTMATURE_NKCELL_UP",2.71762148018043,4.36572431834235,-1.64810283816192,1.41745562486111e-43,1.04471729387911e-42
"LAMA1","GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP",7.90366779722789,9.40239948475931,-1.49873168753142,2.5023192657713e-23,6.97829879750306e-23
"LAMA2","GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP",10.3042688002525,12.2426489236831,-1.9383801234306,1.16693813836545e-39,3.95572250293374e-39
"LAMA3","GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN",10.7921416106822,13.3584017287567,-2.5662601180745,4.45541017295804e-44,3.30030383182077e-43
"LAMA3","GSE19512_NAUTRAL_VS_INDUCED_TREG_DN",10.7921416106822,13.3584017287567,-2.5662601180745,4.45541017295804e-44,3.30030383182077e-43
"LAMA4","GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP",12.3457779583267,13.5089150268218,-1.1631370684951,3.00809346706921e-24,6.75976060015553e-24
"LAMB3","HARALAMBIEVA_PBMC_M_M_R_II_AGE_11_22YO_VACCINATED_VS_UNVACCINATED_LOW_ANTIBODY_RESPONDERS_TO_TREATMENT_7YR_DN",10.8799309597289,13.3887557646824,-2.5088248049535,1.95140514699349e-38,5.36636415423209e-38
"LAMC2","LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_DT_ANTIBODY_CORRELATION_PROFILE_3DY_DN",11.2766892025179,13.3964470735476,-2.1197578710297,7.21443416392489e-26,1.95820355877961e-25
"LAMC3","GSE22033_UNTREATED_VS_MRL24_TREATED_MEF_UP",7.17002996113122,8.67053169182893,-1.50050173069771,5.60118624326463e-18,1.21156093740181e-17
"LAMP5","GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP",9.34874868448831,6.36160442334041,2.9871442611479,1.41791999159098e-44,5.64274282367837e-44
"LAMTOR2","GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_DN",11.6361874915191,10.3475239003672,1.2886635911519,1.13579132134192e-46,6.68112541965835e-46
"LANCL3","GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP",4.98179632356651,6.15806965160965,-1.17627332804314,1.80928899774895e-27,5.68633685006813e-27
"LARP6","GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP",8.85578669513167,10.4998344074465,-1.64404771231483,1.37817466340199e-50,1.43620307028207e-49
"LBP","GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN",6.10668165611848,7.6074710384163,-1.50078938229782,1.39661800624299e-11,2.14864308652768e-11
"LBX2","GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP",6.15935225701879,5.03319195748427,1.12616029953452,1.39536884437051e-41,6.6446135446215e-41
"LCA5","GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_UP",8.81752864760201,10.1270891530249,-1.30956050542289,1.04018268637193e-50,5.5663830243687e-50
"LCAT","GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP",7.59100477614228,8.75969813110225,-1.16869335495997,1.57597377207838e-37,8.58030164798232e-37
"LCN2","GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_2H_UP",7.65225556925617,9.01431280789587,-1.3620572386397,1.09743712802193e-05,1.38668412300445e-05
"LCN6","GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP",2.71762148018043,3.98441114162579,-1.26678966144536,2.01943205124094e-54,7.55267587164111e-53
"LDB2","GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP",9.32565856424872,11.5071717899876,-2.18151322573888,3.27154508876411e-62,1.30861803550564e-60
"LDB2","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",9.32565856424872,11.5071717899876,-2.18151322573888,3.27154508876411e-62,1.30861803550564e-60
"LDB3","GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN",6.42694598756492,7.80719496199172,-1.3802489744268,9.28197092100653e-36,4.31719577721234e-35
"LDHB","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",7.45522575944103,8.90240185382979,-1.44717609438876,4.3378449536951e-24,9.22945734828744e-24
"LDHD","GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_DN",8.08762574345979,9.43013948492369,-1.3425137414639,7.34596147016762e-29,2.46525486625964e-28
"LDLRAD2","GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_UP",5.15086760240173,7.28341862092891,-2.13255101852718,1.2879146601992e-57,5.44143943934161e-56
"LEF1","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_NEGATIVE",9.97686785967912,8.30983420587861,1.66703365380051,3.58019462015811e-41,1.0229127486166e-40
"LEF1-AS1","GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_DN",5.01589251365472,3.78733847902754,1.22855403462718,1.1873090711038e-51,9.16602602892137e-51
"LEFTY2","GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_DN",4.39933546647984,6.03456865052548,-1.63523318404564,1.11487077359436e-23,3.29469273390571e-23
"LEISA1","GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN",4.95634043559148,6.62000434879078,-1.6636639131993,8.89954475608765e-30,3.50177739315623e-29
"LEMD1","GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP",3.75463864080926,4.86636258399042,-1.11172394318116,1.43384362640526e-10,2.26456255281465e-10
"LEP","GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP",5.39253452620756,13.3572244956133,-7.96468996940574,3.31892640868531e-55,4.74132344097902e-54
"LEPR","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",8.86308509177105,12.1590436652358,-3.29595857346475,1.73823000061583e-61,4.34557500153957e-60
"LETR1","GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_DN",5.56040879875626,7.57228971150627,-2.01188091275001,8.61502283749027e-53,1.3425077255089e-51
"LGALS12","GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN",5.66359848845743,10.5130543869311,-4.84945589847367,7.66987719428553e-48,7.40143149248554e-47
"LGALS8-AS1","GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_DN",4.87122405899383,3.78622102037255,1.08500303862128,2.29685885403218e-40,1.94733685450554e-39
"LGI1","GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP",3.44291971423814,4.63577352782879,-1.19285381359065,2.61549494823139e-25,7.06890526549023e-25
"LGI4","GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP",7.04391509802724,9.30630767741514,-2.2623925793879,2.62634669394949e-56,4.00012804155384e-55
"LGR4","GSE6259_CD4_TCELL_VS_CD8_TCELL_UP",10.441961674006,12.1346114185428,-1.6926497445368,4.72446895068612e-44,2.66288249947763e-43
"LGR6","GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP",7.38232422875589,10.4464171765535,-3.06409294779761,4.92841712541811e-27,1.47116929116958e-26
"LHCGR","GSE21670_STAT3_KO_VS_WT_CD4_TCELL_IL6_TREATED_DN",2.71762148018043,5.6039651238679,-2.88634364368747,1.18653815084653e-51,1.18060546009229e-50
"LHFPL6","GSE12366_GC_VS_NAIVE_BCELL_UP",10.7678043685316,13.0612541178567,-2.2934497493251,6.03622983335541e-61,1.70739072429196e-59
"LHX2","GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN",4.41127358990606,3.28359339065765,1.12768019924841,1.92730403491723e-38,6.76247029795519e-38
"LHX6","GSE22886_NEUTROPHIL_VS_MONOCYTE_UP",8.03321627723247,9.90801788819144,-1.87480161095897,4.599866981029e-47,3.77572414692797e-46
"LIF","VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP",8.08205213893671,9.33824224087634,-1.25619010193963,6.37702919892849e-15,9.09980571083054e-15
"LIFR","GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_C57BL6_DN",10.6422531493027,13.542801051759,-2.9005479024563,8.50564023266642e-63,3.67868940062823e-61
"LIFR-AS1","GSE2706_2H_VS_8H_R848_STIM_DC_DN",6.19325596703143,7.50669438388323,-1.3134384168518,1.81569911602814e-45,1.67736013575933e-44
"LILRB5","GSE19198_6H_VS_24H_IL21_TREATED_TCELL_DN",7.03809770985329,9.4576733792069,-2.41957566935361,1.00800300854019e-32,4.6415022253711e-32
"LIMCH1","GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP",11.9717302223001,13.1937939072924,-1.2220636849923,1.59945954358927e-32,5.88480398113034e-32
"LIMD2","SCHERER_PBMC_YF_VAX_AGE_18_40YO_ANYD_UP",9.5960950128063,8.43718951619521,1.15890549661109,1.39469417210802e-27,2.78938834421603e-27
"LIMS2","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_DN",9.79170733312544,11.986043632726,-2.19433629960056,7.12748289079385e-61,1.42549657815877e-59
"LIN7A","GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN",8.26020474523805,9.86303991364109,-1.60283516840304,1.17355093394188e-14,2.34710186788377e-14
"LINC00092","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN",4.12066879832329,6.17038046195462,-2.04971166363133,3.0797915256193e-43,3.02379531606258e-42
"LINC00165","GSE9960_HEALTHY_VS_GRAM_NEG_SEPSIS_PBMC_DN",3.42790500020267,4.64581815112758,-1.21791315092491,3.95440478633448e-31,1.86421939927197e-30
"LINC00466","GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_DN",4.4313565105163,3.18278940436345,1.24856710615285,1.59103751412387e-37,1.25474093238621e-36
"LINC00511","GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_DN",7.17655286025633,5.93683185894929,1.23972100130704,6.94827597765732e-32,2.99077965994815e-31
"LINC00636","GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP",3.19063777595866,4.21975733249918,-1.02911955654052,2.86787696158743e-37,1.928400025895e-36
"LINC00639","GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN",5.44551768651472,7.51072927023996,-2.06521158372524,4.51702653367789e-46,5.2344366302032e-45
"LINC00641","GSE43863_NAIVE_VS_TH1_EFF_CD4_TCELL_D6_LCMV_DN",8.49426061270398,10.0230905797346,-1.52882996703062,9.60350669749065e-51,1.79585575243075e-49
"LINC00648","GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP",3.28776075215042,5.08719684885533,-1.79943609670491,6.90326256235877e-45,6.14719094838615e-44
"LINC00667","GSE13411_NAIVE_VS_MEMORY_BCELL_UP",10.3436591457921,11.3933432223186,-1.0496840765265,1.46396758157771e-49,1.27099003673338e-48
"LINC00671","OSMAN_BLOOD_CHAD63_KH_AGE_18_50YO_HIGH_DOSE_SUBJECTS_24HR_DN",3.42907642291459,4.65704806206861,-1.22797163915402,4.70657364819399e-49,1.02231157846818e-47
"LINC00689","GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP",4.58571063906116,5.77725585484997,-1.19154521578881,7.35638980117991e-21,2.3230704635305e-20
"LINC00839","GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_DN",5.97340447135736,7.5665209447653,-1.59311647340794,7.66992617347706e-19,1.46495589913412e-18
"LINC00842","GSE21927_SPLEEN_VS_4T1_TUMOR_MONOCYTE_BALBC_DN",3.31638223756186,5.33130318346612,-2.01492094590426,2.53837236840216e-53,3.31680656137882e-52
"LINC00906","GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN",3.21082935270208,4.5478444123,-1.33701505959792,1.08600666076252e-42,8.93487298172802e-42
"LINC00920","HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_7DY_DN",5.82991464636508,7.45702258382814,-1.62710793746306,1.15702554845537e-28,2.02479470979689e-28
"LINC00922","GSE29615_DAY3_VS_DAY7_LAIV_FLU_VACCINE_PBMC_DN",5.77117719903565,3.4269079662266,2.34426923280905,3.41686955308649e-55,7.17542606148164e-54
"LINC00923","GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_UP",3.69081650205286,5.05299608983102,-1.36217958777816,3.35142769229131e-40,2.25024430768131e-39
"LINC00924","GSE43863_NAIVE_VS_LY6C_INT_CXCR5POS_CD4_EFF_TCELL_D6_LCMV_UP",4.84806772795055,6.98528956820131,-2.13722184025076,2.4021531165996e-54,5.17797449578135e-53
"LINC00933","GSE15659_TREG_VS_TCONV_DN",5.38260673823675,6.89515168867924,-1.51254495044249,1.46682988019425e-57,5.79412873622473e-56
